"committer.date","committer.name","oid","changedFiles","deletions","commitUrl","message","issue#"
"2020-10-30","SAEONData","5fc7d1c74786f471481fe4d81990cdd2870a22f9","4","81","https://github.com/SAEONData/catalogue/commit/5fc7d1c74786f471481fe4d81990cdd2870a22f9","Update from https://github.com/SAEON/catalogue/commit/d9f12e31824f52411ca14a79d8484f3154a4fb82",""
"2020-10-30","SAEONData","18ed240b6c71a3961f1a0513ee2bdd1b28cea821","5","15","https://github.com/SAEONData/catalogue/commit/18ed240b6c71a3961f1a0513ee2bdd1b28cea821","Update from https://github.com/SAEON/catalogue/commit/48641e4d59b6ce2311b503200e2975be87fa0b80",""
"2020-10-29","SAEONData","761691aac23e06acc2fac03d60176ec3424e7bdf","1","7","https://github.com/SAEONData/catalogue/commit/761691aac23e06acc2fac03d60176ec3424e7bdf","Update from https://github.com/SAEON/catalogue/commit/8e9acb3b79f2b39bd0c388308581453229f67bbe",""
"2020-10-29","SAEONData","228dbb3d180f024cec028954ade86a39ca6a77e8","2","1","https://github.com/SAEONData/catalogue/commit/228dbb3d180f024cec028954ade86a39ca6a77e8","Update from https://github.com/SAEON/catalogue/commit/bb21b37ac33336fbecff47572e84e8fbc1ec84f5",""
"2020-10-28","SAEONData","0e737e7815e429a10983656ba42e9353cb01275b","25","10500","https://github.com/SAEONData/catalogue/commit/0e737e7815e429a10983656ba42e9353cb01275b","Update from https://github.com/SAEON/catalogue/commit/60f3219bee960958f9516e7046be8c1d95fc4ca2",""
"2020-10-28","Zach Smith","44db75cb09b150598cfa2ad62ce45d996cfe02c4","1","2","https://github.com/SAEONData/catalogue/commit/44db75cb09b150598cfa2ad62ce45d996cfe02c4","Testing badge on readme - not working",""
"2020-10-28","Zach Smith","2074a3de0f87a7618d43d6f6f07f362e050b641d","1","1","https://github.com/SAEONData/catalogue/commit/2074a3de0f87a7618d43d6f6f07f362e050b641d","Updated actions badges",""
"2020-10-27","Zach Smith","b4a93b5cab2f5da650a0281536f54d0bff0b9cdc","1","0","https://github.com/SAEONData/catalogue/commit/b4a93b5cab2f5da650a0281536f54d0bff0b9cdc","Merge branch 'next' of git-as-saeon:SAEONData/catalogue into next",""
"2020-10-27","Zach Smith","31c4328ba2d97dad0584c3ae5621999636ff761c","1","5","https://github.com/SAEONData/catalogue/commit/31c4328ba2d97dad0584c3ae5621999636ff761c","Removed source code link",""
"2020-10-27","Zach Smith","7f4291161bc5b085adc970bc7aef5630304aa42a","1","0","https://github.com/SAEONData/catalogue/commit/7f4291161bc5b085adc970bc7aef5630304aa42a","Set theme jekyll-theme-architect",""
"2020-10-27","Zach Smith","55e083664198c81bf31f4b2c3c8edc014799f8fc","1","1","https://github.com/SAEONData/catalogue/commit/55e083664198c81bf31f4b2c3c8edc014799f8fc","Hopefully fixed github actions permissions",""
"2020-10-27","Zach Smith","12b1db60507174b1ba778935990f3c619c16efc4","1","1","https://github.com/SAEONData/catalogue/commit/12b1db60507174b1ba778935990f3c619c16efc4","Hopefully fixed github actions permissions",""
"2020-10-27","Zach Smith","36c70b7fd4bfaec427f14589893b18933efbadad","1","1","https://github.com/SAEONData/catalogue/commit/36c70b7fd4bfaec427f14589893b18933efbadad","Hopefully fixed github actions permissions",""
"2020-10-27","Zach Smith","aebb53eb0e94b670f23ddb745783fe2a458fac1e","5","5","https://github.com/SAEONData/catalogue/commit/aebb53eb0e94b670f23ddb745783fe2a458fac1e","Updated text styling based on Taryn's feedback",""
"2020-10-27","Zach Smith","6c16dd236b4dd1db99a03b965e50bfdae7b1287d","4","24","https://github.com/SAEONData/catalogue/commit/6c16dd236b4dd1db99a03b965e50bfdae7b1287d","Updated deps",""
"2020-10-27","Zach Smith","7cfdfc93a3aeaa9c11853de1b896c4c110aeb1be","12","379","https://github.com/SAEONData/catalogue/commit/7cfdfc93a3aeaa9c11853de1b896c4c110aeb1be","Updated deps",""
"2020-10-27","Zach Smith","5329095eca0f2ebcb4783bf66ef1460e82857ad2","2","2","https://github.com/SAEONData/catalogue/commit/5329095eca0f2ebcb4783bf66ef1460e82857ad2","Bumped @saeon/snap-menus patch",""
"2020-10-27","Zach Smith","a6421c87867a8750e732479b2c8cded528d8006c","2","22","https://github.com/SAEONData/catalogue/commit/a6421c87867a8750e732479b2c8cded528d8006c","Staging current changes. Bumping patch (@saeon/snap-menus)",""
"2020-10-27","Zach Smith","56efc0c344a2463d66326dfeec952b637ffb21d7","2","2","https://github.com/SAEONData/catalogue/commit/56efc0c344a2463d66326dfeec952b637ffb21d7","Bumped @saeon/quick-form patch",""
"2020-10-27","Zach Smith","172dbc798f0909764ba8646c25f186c251041397","2","11","https://github.com/SAEONData/catalogue/commit/172dbc798f0909764ba8646c25f186c251041397","Staging current changes. Bumping patch (@saeon/quick-form)",""
"2020-10-27","Zach Smith","c00a891265179a719bea9bf58c65885fd5572a35","2","2","https://github.com/SAEONData/catalogue/commit/c00a891265179a719bea9bf58c65885fd5572a35","Bumped @saeon/pkce-client patch",""
"2020-10-27","Zach Smith","2af906599c781e772d2830d5de1f047d3e9bc6b9","2","11","https://github.com/SAEONData/catalogue/commit/2af906599c781e772d2830d5de1f047d3e9bc6b9","Staging current changes. Bumping patch (@saeon/pkce-client)",""
"2020-10-27","Zach Smith","e8b690991f7886751300ad23aeeb1a23cdf41750","2","2","https://github.com/SAEONData/catalogue/commit/e8b690991f7886751300ad23aeeb1a23cdf41750","Bumped @saeon/ol-react patch",""
"2020-10-27","Zach Smith","f9f4b6d339cdba9934fce949d39f8fb617ddb76d","2","15","https://github.com/SAEONData/catalogue/commit/f9f4b6d339cdba9934fce949d39f8fb617ddb76d","Staging current changes. Bumping patch (@saeon/ol-react)",""
"2020-10-27","Zach Smith","a3c18d7bf07c677fdfba96b602d97f9fcbb2c4de","2","2","https://github.com/SAEONData/catalogue/commit/a3c18d7bf07c677fdfba96b602d97f9fcbb2c4de","Bumped @saeon/logger patch",""
"2020-10-27","Zach Smith","f6966c0ec9b81ce6b98b9ad861fb9a89ca181cbd","2","25","https://github.com/SAEONData/catalogue/commit/f6966c0ec9b81ce6b98b9ad861fb9a89ca181cbd","Staging current changes. Bumping patch (@saeon/logger)",""
"2020-10-27","Zach Smith","0d0b89efbeafe24220396de7680cd9b99cc12f4a","2","2","https://github.com/SAEONData/catalogue/commit/0d0b89efbeafe24220396de7680cd9b99cc12f4a","Bumped @saeon/graphql-iterator patch",""
"2020-10-27","Zach Smith","e66482527beb8b6333dd6403f91af0a539fd2bd2","2","26","https://github.com/SAEONData/catalogue/commit/e66482527beb8b6333dd6403f91af0a539fd2bd2","Staging current changes. Bumping patch (@saeon/graphql-iterator)",""
"2020-10-27","Zach Smith","38c99ec0876abe2c6d23adca087b8891f86fd3cd","12","2","https://github.com/SAEONData/catalogue/commit/38c99ec0876abe2c6d23adca087b8891f86fd3cd","Moved reporting project to tools directory",""
"2020-10-26","Zach Smith","263aca2f1bc5d6482acb0ed93dc9b58e9a039621","1","1","https://github.com/SAEONData/catalogue/commit/263aca2f1bc5d6482acb0ed93dc9b58e9a039621","Added useful todo",""
"2020-10-26","Zach Smith","af27492f18b031d266431513c833f8b157815638","5","0","https://github.com/SAEONData/catalogue/commit/af27492f18b031d266431513c833f8b157815638","Added some code to parse from Google Sheets into Mongo",""
"2020-10-26","Zach Smith","3bae496515d2af17cbb53ed82aa6a99ed51fd288","26","44","https://github.com/SAEONData/catalogue/commit/3bae496515d2af17cbb53ed82aa6a99ed51fd288","Updated client to use only default component exports. I think this will help with code scplitting",""
"2020-10-26","Zach Smith","111f4ce36b8dbb095e590cd2382bbeb72d86c192","4","19","https://github.com/SAEONData/catalogue/commit/111f4ce36b8dbb095e590cd2382bbeb72d86c192","Updated Slider component on map items to use range input. better for a number of reasons, but mostly in that it's working now",""
"2020-10-26","Zach Smith","6e229520d216be1b6ae1575afd997f3fb2bae869","28","1047","https://github.com/SAEONData/catalogue/commit/6e229520d216be1b6ae1575afd997f3fb2bae869","Updated dependencies, and fixed API bug where searching for DOIs returned no results",""
"2020-10-23","Zach Smith","a46ae9c64d1535d61ed8619316f4a7952aa4a123","1","1","https://github.com/SAEONData/catalogue/commit/a46ae9c64d1535d61ed8619316f4a7952aa4a123","Trying again",""
"2020-10-23","Zach Smith","9cd9e244e5c167971ae6b43a75ed53b99dcd6a7f","10","34","https://github.com/SAEONData/catalogue/commit/9cd9e244e5c167971ae6b43a75ed53b99dcd6a7f","Updated package deps in client, and trying code splitting app out of index",""
"2020-10-23","Zach Smith","223ef005893cc626c2e1802972c09775a7c9b7d9","2","2","https://github.com/SAEONData/catalogue/commit/223ef005893cc626c2e1802972c09775a7c9b7d9","Bumped @saeon/snap-menus patch",""
"2020-10-23","Zach Smith","ccd9c0a4290933ad02767a4136e10fbfd9702f79","2","2","https://github.com/SAEONData/catalogue/commit/ccd9c0a4290933ad02767a4136e10fbfd9702f79","Bumped @saeon/quick-form patch",""
"2020-10-23","Zach Smith","ebbd2a897bccaa6714526948f31edc8bb691f287","2","2","https://github.com/SAEONData/catalogue/commit/ebbd2a897bccaa6714526948f31edc8bb691f287","Bumped @saeon/pkce-client patch",""
"2020-10-23","Zach Smith","640765fea28ad24f0ad49925e5e98577c5fe679c","2","2","https://github.com/SAEONData/catalogue/commit/640765fea28ad24f0ad49925e5e98577c5fe679c","Bumped @saeon/ol-react patch",""
"2020-10-23","Zach Smith","c65b2d87559e1cf25476fb1b7b622b7310cc9d6f","2","2","https://github.com/SAEONData/catalogue/commit/c65b2d87559e1cf25476fb1b7b622b7310cc9d6f","Bumped @saeon/logger patch",""
"2020-10-23","Zach Smith","7ac71d4ced73c3a72dfdc46a149321208917622e","2","2","https://github.com/SAEONData/catalogue/commit/7ac71d4ced73c3a72dfdc46a149321208917622e","Bumped @saeon/graphql-iterator patch",""
"2020-10-23","Zach Smith","b19edfcf6e62f1ed8dd0b23f5ae8966c970e9eed","24","272","https://github.com/SAEONData/catalogue/commit/b19edfcf6e62f1ed8dd0b23f5ae8966c970e9eed","Updated deps",""
"2020-10-23","Zach Smith","26f1d250194e2a8777c7c14de4e6a68f6f7a620d","6","19","https://github.com/SAEONData/catalogue/commit/26f1d250194e2a8777c7c14de4e6a68f6f7a620d","Minor refactoring",""
"2020-10-23","Zach Smith","f7b0b7941012c4158f607a8cad9df1b2013eec84","8","15","https://github.com/SAEONData/catalogue/commit/f7b0b7941012c4158f607a8cad9df1b2013eec84","Updated home page slightly - after trying out restyling it look like the /records search box",""
"2020-10-23","Zach Smith","f216cfa3e483134653b90fb2271b8161c0fa9624","2","2","https://github.com/SAEONData/catalogue/commit/f216cfa3e483134653b90fb2271b8161c0fa9624","Fixed atlas share links on /records page to take into account layout for /render/atlas",""
"2020-10-23","Zach Smith","f2395653c74c8d6e2c099debacb552d1ebc09c34","1","46","https://github.com/SAEONData/catalogue/commit/f2395653c74c8d6e2c099debacb552d1ebc09c34","Fixed menu render bug when re-visting the /atlas route. Side menu always displays correctly now",""
"2020-10-23","Zach Smith","01911e931b9ef635c7dc2758a62b563287064c78","6","16","https://github.com/SAEONData/catalogue/commit/01911e931b9ef635c7dc2758a62b563287064c78","Fixed mobile only bug. And also re-rendering bug on re-fetching a record",""
"2020-10-23","Zach Smith","f0eddf13979cf051f84c433ce30145c00a819a44","2","21","https://github.com/SAEONData/catalogue/commit/f0eddf13979cf051f84c433ce30145c00a819a44","Fixed share logic for atlas page",""
"2020-10-23","Zach Smith","bede83b2d53e36277fe0eb53c72a70128080b51e","9","104","https://github.com/SAEONData/catalogue/commit/bede83b2d53e36277fe0eb53c72a70128080b51e","Refactored /records/id header into smaller components. Updated preview button to take into account when a page is fullscren (/render) or a regular route",""
